robot_id,task_type,algorithm,start_time,end_time,duration_min,error_occurred,energy_kwh
R0046,move,B,2025-01-13T11:19:00,2025-01-13T11:52:49.136331,33.82,0,10.89
R0013,pick,B,2025-03-05T20:29:00,2025-03-05T20:58:21.178051,29.35,0,14.81
R0087,pick,A,2025-01-24T16:29:00,2025-01-24T16:58:21.712146,29.36,0,11.63
R0030,place,B,2025-01-09T20:08:00,2025-01-09T20:37:26.401897,29.44,0,13.19
R0027,place,B,2025-03-09T06:08:00,2025-03-09T06:35:28.721506,27.48,0,13.16
R0086,place,B,2025-01-06T12:04:00,2025-01-06T12:32:20.047387,28.33,0,6.31
R0012,pick,B,2025-01-04T13:29:00,2025-01-04T13:52:11.338232,23.19,0,10.32
R0018,move,A,2025-02-11T20:50:00,2025-02-11T21:11:02.114827,21.04,0,12.94
R0038,pick,B,2025-01-17T22:42:00,2025-01-17T23:06:56.929237,24.95,0,9.81
R0002,pick,B,2025-01-18T22:28:00,2025-01-18T22:54:09.570222,26.16,0,8.14
R0010,move,B,2025-01-26T06:39:00,2025-01-26T07:09:27.622326,30.46,0,13.7
R0041,place,B,2025-02-12T08:00:00,2025-02-12T08:29:23.554199,29.39,0,13.44
R0013,move,B,2025-02-28T05:14:00,2025-02-28T05:33:58.502659,19.98,0,12.56
R0004,move,A,2025-02-24T20:22:00,2025-02-24T20:55:12.842397,33.21,0,13.18
R0063,pick,A,2025-01-08T18:13:00,2025-01-08T18:45:33.092402,32.55,0,12.64
R0025,place,A,2025-01-05T10:46:00,2025-01-05T11:25:53.613205,39.89,0,9.22
R0042,move,B,2025-02-14T20:40:00,2025-02-14T21:15:45.890239,35.76,0,12.65
R0017,place,B,2025-01-20T05:08:00,2025-01-20T05:36:02.883293,28.05,0,12.05
R0008,place,A,2025-02-07T13:52:00,2025-02-07T14:14:15.306101,22.26,0,11.02
R0042,pick,B,2025-01-14T17:57:00,2025-01-14T18:27:00.462049,30.01,0,13.54
R0037,pick,A,2025-01-19T07:05:00,2025-01-19T07:34:55.864976,29.93,0,10.44
R0085,place,A,2025-02-04T09:31:00,2025-02-04T09:59:23.707449,28.4,0,11.13
R0035,place,B,2025-03-02T22:05:00,2025-03-02T22:31:02.619373,26.04,0,7.77
R0090,pick,B,2025-02-22T15:40:00,2025-02-22T16:14:44.566639,34.74,0,12.92
R0092,move,B,2025-02-27T09:19:00,2025-02-27T09:50:38.527219,31.64,0,11.79
R0017,place,A,2025-03-09T03:18:00,2025-03-09T03:48:33.713004,30.56,0,14.06
R0069,move,A,2025-01-02T04:42:00,2025-01-02T05:14:50.243590,32.84,0,11.74
R0006,place,B,2025-02-02T08:36:00,2025-02-02T09:12:48.701101,36.81,0,12.9
R0014,place,B,2025-02-18T07:10:00,2025-02-18T07:38:16.519196,28.28,0,11.23
R0054,pick,B,2025-02-02T16:36:00,2025-02-02T16:54:14.040870,18.23,0,9.37
R0070,place,A,2025-03-02T15:16:00,2025-03-02T15:37:44.494953,21.74,0,10.96
R0043,move,A,2025-01-03T03:22:00,2025-01-03T03:54:15.936933,32.27,0,10.71
R0051,move,A,2025-02-23T02:25:00,2025-02-23T02:53:02.961543,28.05,0,11.9
R0092,pick,B,2025-03-03T21:29:00,2025-03-03T22:04:52.727089,35.88,0,8.73
R0001,pick,B,2025-02-21T21:28:00,2025-02-21T21:51:54.041293,23.9,0,13.83
R0016,pick,B,2025-02-20T03:20:00,2025-02-20T03:46:45.189510,26.75,0,10.04
R0047,pick,A,2025-01-25T12:49:00,2025-01-25T13:09:43.892630,20.73,0,12.78
R0015,pick,B,2025-01-30T17:27:00,2025-01-30T17:50:41.610409,23.69,0,11.59
R0098,pick,A,2025-02-22T14:15:00,2025-02-22T14:49:07.107672,34.12,0,11.97
R0050,move,A,2025-01-14T00:00:00,2025-01-14T00:36:24.854266,36.41,0,11.51
R0096,move,B,2025-01-24T06:02:00,2025-01-24T06:28:58.353089,26.97,0,7.93
R0076,place,B,2025-02-02T13:31:00,2025-02-02T14:05:09.470165,34.16,0,13.23
R0068,place,A,2025-01-06T16:19:00,2025-01-06T16:48:53.351195,29.89,1,14.74
R0083,pick,A,2025-03-08T02:55:00,2025-03-08T03:25:59.095815,30.98,0,11.07
R0068,place,A,2025-01-22T07:20:00,2025-01-22T07:56:29.169106,36.49,0,10.42
R0031,pick,A,2025-01-13T22:03:00,2025-01-13T22:26:18.584130,23.31,0,15.53
R0026,pick,A,2025-01-25T11:51:00,2025-01-25T12:16:12.753943,25.21,0,13.42
R0049,place,B,2025-01-19T21:44:00,2025-01-19T22:20:34.349957,36.57,0,10.08
R0091,move,A,2025-02-05T12:35:00,2025-02-05T13:04:31.131531,29.52,1,13.33
R0047,place,A,2025-03-04T17:31:00,2025-03-04T18:04:03.070802,33.05,0,15.28
R0017,move,B,2025-01-04T02:13:00,2025-01-04T02:36:05.227654,23.09,0,12.93
R0055,pick,A,2025-02-26T04:16:00,2025-02-26T04:43:52.568510,27.88,0,14.4
R0021,move,B,2025-02-21T08:17:00,2025-02-21T08:46:44.169430,29.74,0,9.35
R0068,pick,A,2025-01-06T19:37:00,2025-01-06T20:07:55.393757,30.92,0,9.07
R0064,place,B,2025-03-11T07:21:00,2025-03-11T07:52:38.681914,31.64,0,8.99
R0029,pick,A,2025-02-27T03:25:00,2025-02-27T03:56:35.935062,31.6,0,13.69
R0066,place,A,2025-01-28T05:13:00,2025-01-28T05:42:18.760869,29.31,0,12.24
R0024,place,B,2025-02-25T23:04:00,2025-02-25T23:36:06.519716,32.11,0,11.97
R0071,pick,A,2025-01-27T06:57:00,2025-01-27T07:25:52.704461,28.88,0,10.36
R0075,pick,B,2025-01-27T14:53:00,2025-01-27T15:26:20.450523,33.34,0,11.38
R0061,place,A,2025-02-24T18:43:00,2025-02-24T19:09:36.908913,26.62,0,9.12
R0026,pick,A,2025-02-04T09:23:00,2025-02-04T09:53:33.429700,30.56,0,11.64
R0023,pick,B,2025-01-23T18:34:00,2025-01-23T18:58:21.753725,24.36,0,12.01
R0047,place,B,2025-03-09T13:59:00,2025-03-09T14:23:24.630350,24.41,0,14.09
R0015,move,A,2025-01-07T22:26:00,2025-01-07T22:53:50.104227,27.84,0,9.1
R0007,place,A,2025-01-17T05:38:00,2025-01-17T06:08:57.860903,30.96,0,13.79
R0090,pick,A,2025-03-09T01:30:00,2025-03-09T01:54:45.799232,24.76,0,13.26
R0086,place,A,2025-01-30T09:30:00,2025-01-30T10:03:50.300847,33.84,0,12.2
R0009,pick,A,2025-01-16T11:28:00,2025-01-16T12:05:57.936317,37.97,0,10.46
R0039,move,B,2025-02-13T20:14:00,2025-02-13T20:37:28.908968,23.48,0,10.13
R0064,place,B,2025-02-06T00:25:00,2025-02-06T00:51:34.325670,26.57,0,10.43
R0015,move,A,2025-02-22T13:06:00,2025-02-22T13:31:42.824430,25.71,0,11.11
R0093,pick,B,2025-02-21T13:43:00,2025-02-21T14:10:53.130710,27.89,1,12.58
R0075,move,B,2025-01-17T12:35:00,2025-01-17T13:03:59.636581,28.99,0,12.61
R0010,pick,B,2025-01-26T22:33:00,2025-01-26T22:58:14.233808,25.24,0,11.06
R0076,place,A,2025-02-25T01:34:00,2025-02-25T02:02:10.770027,28.18,0,9.47
R0010,pick,A,2025-01-23T08:40:00,2025-01-23T09:00:07.796413,20.13,0,10.66
R0046,place,A,2025-01-08T04:07:00,2025-01-08T04:39:43.550838,32.73,0,12.36
R0068,pick,A,2025-03-02T02:05:00,2025-03-02T02:35:06.421214,30.11,0,14.36
R0076,move,A,2025-01-19T03:08:00,2025-01-19T03:33:57.865998,25.96,0,12.55
R0066,place,B,2025-01-23T04:46:00,2025-01-23T05:12:15.589774,26.26,0,11.84
R0064,place,B,2025-01-17T14:13:00,2025-01-17T14:44:49.093939,31.82,0,8.73
R0063,place,A,2025-03-01T16:54:00,2025-03-01T17:26:59.374052,32.99,0,12.44
R0072,move,B,2025-01-15T17:00:00,2025-01-15T17:25:38.607834,25.64,0,7.1
R0005,pick,A,2025-02-27T12:23:00,2025-02-27T12:53:03.996306,30.07,0,16.71
R0041,pick,B,2025-03-02T08:35:00,2025-03-02T08:56:10.237901,21.17,0,8.6
R0048,pick,A,2025-03-05T04:20:00,2025-03-05T04:51:08.626674,31.14,0,9.41
R0082,move,A,2025-03-01T21:29:00,2025-03-01T22:02:29.692746,33.49,0,12.31
R0009,place,B,2025-01-05T01:18:00,2025-01-05T01:41:26.166521,23.44,0,9.61
R0081,pick,A,2025-02-08T12:44:00,2025-02-08T13:06:39.227826,22.65,0,13.9
R0079,pick,A,2025-01-07T04:26:00,2025-01-07T05:00:51.638440,34.86,0,14.3
R0068,place,A,2025-01-19T23:51:00,2025-01-20T00:17:59.806999,27.0,0,10.23
R0087,place,A,2025-02-21T07:25:00,2025-02-21T07:55:13.156529,30.22,0,13.63
R0067,move,A,2025-01-29T15:37:00,2025-01-29T16:02:27.675015,25.46,0,9.91
R0001,place,A,2025-01-02T21:27:00,2025-01-02T22:00:20.334468,33.34,0,9.5
R0019,pick,B,2025-02-27T14:22:00,2025-02-27T14:51:01.578054,29.03,0,10.63
R0018,move,A,2025-01-11T20:36:00,2025-01-11T21:02:45.497645,26.76,0,11.65
R0013,pick,B,2025-01-16T23:21:00,2025-01-16T23:48:01.257805,27.02,0,11.86
R0034,pick,A,2025-01-10T04:35:00,2025-01-10T05:06:58.312154,31.97,0,7.43
R0058,place,B,2025-02-23T10:10:00,2025-02-23T10:43:42.849762,33.71,0,11.53
R0073,move,B,2025-01-03T17:42:00,2025-01-03T18:12:50.653089,30.84,0,12.32
R0071,place,A,2025-02-23T15:33:00,2025-02-23T16:08:54.672117,35.91,1,13.97
R0067,place,B,2025-03-03T22:43:00,2025-03-03T23:15:07.025215,32.12,1,8.92
R0069,pick,A,2025-01-06T06:06:00,2025-01-06T06:38:22.314912,32.37,0,8.06
R0066,move,A,2025-01-08T18:50:00,2025-01-08T19:24:18.706849,34.31,0,11.23
R0085,place,A,2025-02-03T11:19:00,2025-02-03T11:48:47.685644,29.79,1,12.51
R0051,pick,A,2025-02-12T20:13:00,2025-02-12T20:46:46.294191,33.77,0,14.6
R0011,pick,B,2025-03-02T17:25:00,2025-03-02T17:58:52.524519,33.88,0,8.26
R0061,place,A,2025-01-07T09:39:00,2025-01-07T10:09:03.467377,30.06,0,9.47
R0044,place,A,2025-01-22T07:27:00,2025-01-22T07:53:00.662834,26.01,0,14.69
R0081,place,A,2025-01-14T05:38:00,2025-01-14T06:16:21.550758,38.36,0,12.94
R0032,move,B,2025-02-11T07:04:00,2025-02-11T07:32:56.096787,28.93,0,12.17
R0069,move,B,2025-02-15T21:44:00,2025-02-15T22:17:36.316944,33.61,0,12.13
R0008,move,A,2025-02-18T22:50:00,2025-02-18T23:14:10.798527,24.18,0,11.76
R0089,pick,B,2025-02-28T16:55:00,2025-02-28T17:21:51.657174,26.86,1,9.24
R0066,pick,A,2025-02-08T23:30:00,2025-02-09T00:03:48.402707,33.81,0,14.47
R0056,pick,A,2025-01-21T09:00:00,2025-01-21T09:27:16.775607,27.28,0,9.21
R0099,pick,B,2025-01-01T11:03:00,2025-01-01T11:28:23.065417,25.38,0,11.35
R0048,move,A,2025-02-20T02:35:00,2025-02-20T03:05:27.769066,30.46,0,12.87
R0027,move,B,2025-01-25T06:50:00,2025-01-25T07:20:51.548405,30.86,0,13.74
R0048,pick,B,2025-02-24T07:37:00,2025-02-24T08:09:06.344375,32.11,1,12.95
R0012,move,B,2025-02-16T02:19:00,2025-02-16T02:46:57.889702,27.96,0,8.8
R0016,pick,A,2025-02-11T07:20:00,2025-02-11T07:52:23.602310,32.39,0,13.24
R0006,pick,B,2025-02-11T15:15:00,2025-02-11T15:46:57.529442,31.96,0,9.4
R0008,pick,A,2025-01-19T10:30:00,2025-01-19T11:05:59.322581,35.99,0,12.7
R0042,pick,A,2025-01-04T20:23:00,2025-01-04T20:47:22.576041,24.38,1,8.92
R0061,pick,A,2025-01-27T13:48:00,2025-01-27T14:17:57.699659,29.96,1,12.32
R0087,place,A,2025-01-19T00:45:00,2025-01-19T01:11:02.820234,26.05,0,12.17
R0060,place,A,2025-01-20T13:55:00,2025-01-20T14:26:20.523774,31.34,0,14.12
R0036,place,B,2025-01-23T23:35:00,2025-01-24T00:03:02.760878,28.05,0,12.18
R0001,pick,B,2025-01-20T21:36:00,2025-01-20T22:09:26.909391,33.45,0,11.09
R0079,move,B,2025-01-03T03:46:00,2025-01-03T04:11:16.053180,25.27,0,12.33
R0032,place,A,2025-03-03T06:13:00,2025-03-03T06:51:45.538865,38.76,1,13.65
R0007,move,A,2025-01-27T14:58:00,2025-01-27T15:33:58.985321,35.98,0,11.24
R0098,place,B,2025-03-08T21:35:00,2025-03-08T22:01:37.606179,26.63,0,12.57
R0077,move,A,2025-02-24T02:49:00,2025-02-24T03:21:16.406686,32.27,0,13.39
R0087,pick,A,2025-02-09T17:37:00,2025-02-09T18:09:15.192881,32.25,0,11.76
R0056,move,B,2025-02-11T00:31:00,2025-02-11T00:58:34.616694,27.58,0,11.12
R0080,place,A,2025-01-19T08:38:00,2025-01-19T09:12:48.932704,34.82,0,14.06
R0013,pick,B,2025-03-04T21:30:00,2025-03-04T21:50:32.951682,20.55,0,12.46
R0025,place,B,2025-01-30T12:31:00,2025-01-30T13:03:52.162733,32.87,0,11.47
R0007,place,A,2025-01-11T19:45:00,2025-01-11T20:01:43.515768,16.73,0,12.48
R0035,place,B,2025-01-08T16:25:00,2025-01-08T16:51:16.817377,26.28,0,11.79
R0005,place,B,2025-02-10T23:03:00,2025-02-10T23:37:04.350604,34.07,0,12.1
R0062,place,A,2025-02-23T17:17:00,2025-02-23T17:54:03.493951,37.06,0,10.39
R0024,place,B,2025-01-05T18:19:00,2025-01-05T18:51:16.074958,32.27,0,12.65
R0009,place,A,2025-02-26T13:59:00,2025-02-26T14:29:20.312343,30.34,0,8.26
R0062,place,B,2025-01-15T01:25:00,2025-01-15T01:53:03.960191,28.07,0,9.86
R0097,move,B,2025-02-06T15:32:00,2025-02-06T15:52:31.206136,20.52,0,10.01
R0019,place,A,2025-02-04T02:26:00,2025-02-04T02:58:35.653177,32.59,0,12.44
R0088,move,B,2025-01-13T17:25:00,2025-01-13T17:52:55.209705,27.92,0,9.06
R0018,place,A,2025-02-18T18:03:00,2025-02-18T18:22:43.573592,19.73,0,10.22
R0024,move,B,2025-02-22T03:38:00,2025-02-22T04:04:51.688016,26.86,0,9.99
R0053,pick,A,2025-01-05T03:55:00,2025-01-05T04:23:27.993709,28.47,0,14.98
R0080,pick,B,2025-01-01T17:56:00,2025-01-01T18:24:09.964441,28.17,0,13.24
R0004,pick,A,2025-01-23T08:54:00,2025-01-23T09:20:28.893970,26.48,0,10.52
R0078,move,B,2025-02-04T09:24:00,2025-02-04T09:45:45.905767,21.77,0,11.4
R0012,pick,A,2025-02-07T08:15:00,2025-02-07T08:40:01.395125,25.02,0,16.09
R0036,pick,B,2025-01-07T07:31:00,2025-01-07T07:58:09.141221,27.15,0,10.97
R0096,move,A,2025-01-06T16:56:00,2025-01-06T17:24:40.188825,28.67,0,10.67
R0097,pick,B,2025-03-01T11:41:00,2025-03-01T12:13:43.230189,32.72,0,11.86
R0100,pick,B,2025-01-04T09:15:00,2025-01-04T09:35:54.361418,20.91,0,7.99
R0089,move,A,2025-02-06T04:39:00,2025-02-06T05:02:35.055286,23.58,0,9.74
R0064,move,A,2025-03-03T18:27:00,2025-03-03T18:55:06.482192,28.11,0,13.73
R0035,move,B,2025-02-02T12:20:00,2025-02-02T12:48:12.523561,28.21,0,8.54
R0045,pick,B,2025-03-02T22:53:00,2025-03-02T23:17:06.849024,24.11,0,7.89
R0027,move,B,2025-03-02T22:39:00,2025-03-02T23:06:17.414940,27.29,0,12.81
R0097,pick,A,2025-01-21T16:01:00,2025-01-21T16:40:55.476298,39.92,0,10.04
R0035,move,A,2025-01-24T10:47:00,2025-01-24T11:18:56.575587,31.94,0,15.49
R0100,move,B,2025-01-25T16:12:00,2025-01-25T16:47:40.438839,35.67,0,12.89
R0052,place,B,2025-02-18T04:00:00,2025-02-18T04:31:15.776927,31.26,0,11.81
R0045,place,A,2025-02-23T23:19:00,2025-02-23T23:55:40.629519,36.68,0,10.45
R0012,move,B,2025-03-02T07:15:00,2025-03-02T07:44:53.043635,29.88,0,10.79
R0047,move,B,2025-01-08T23:23:00,2025-01-08T23:48:10.473064,25.17,0,8.9
R0030,move,A,2025-01-05T19:50:00,2025-01-05T20:05:20.670971,15.34,0,15.95
R0079,pick,A,2025-02-04T18:47:00,2025-02-04T19:12:23.882872,25.4,0,12.33
R0062,move,B,2025-02-13T12:03:00,2025-02-13T12:33:01.426688,30.02,0,8.72
R0045,move,B,2025-01-08T01:55:00,2025-01-08T02:25:29.214073,30.49,0,14.11
R0087,move,B,2025-01-14T08:48:00,2025-01-14T09:19:19.698201,31.33,0,11.01
R0093,move,B,2025-02-04T15:45:00,2025-02-04T16:13:25.145898,28.42,0,10.87
R0072,move,A,2025-01-15T01:47:00,2025-01-15T02:14:13.739264,27.23,0,9.97
R0066,place,A,2025-01-24T04:57:00,2025-01-24T05:24:57.279424,27.95,0,12.44
R0098,move,A,2025-02-20T13:17:00,2025-02-20T13:54:32.470479,37.54,0,11.5
R0096,place,B,2025-02-22T01:31:00,2025-02-22T01:58:02.110195,27.04,0,10.0
R0030,move,B,2025-03-09T19:59:00,2025-03-09T20:34:27.589949,35.46,0,11.07
R0089,move,A,2025-02-22T05:06:00,2025-02-22T05:39:41.032623,33.68,0,13.04
R0037,pick,B,2025-03-10T15:29:00,2025-03-10T16:00:40.452392,31.67,0,12.84
R0054,pick,A,2025-02-06T18:04:00,2025-02-06T18:32:57.796852,28.96,0,11.01
R0030,move,B,2025-01-18T02:18:00,2025-01-18T02:53:26.868452,35.45,0,10.19
R0067,pick,A,2025-01-25T13:51:00,2025-01-25T14:21:21.456613,30.36,0,10.63
R0064,place,B,2025-01-17T12:57:00,2025-01-17T13:28:31.171213,31.52,0,10.64
R0050,place,B,2025-02-05T17:08:00,2025-02-05T17:33:23.178425,25.39,0,11.46
R0036,place,A,2025-03-09T16:55:00,2025-03-09T17:31:47.335366,36.79,0,10.57
R0054,place,B,2025-02-19T22:15:00,2025-02-19T22:47:07.515713,32.13,0,9.9
R0009,move,B,2025-01-17T09:32:00,2025-01-17T09:51:49.698361,19.83,0,11.62
R0001,pick,A,2025-02-19T10:10:00,2025-02-19T10:35:37.781855,25.63,0,10.84
R0066,pick,B,2025-03-03T23:07:00,2025-03-03T23:30:31.591452,23.53,0,14.79
R0028,move,B,2025-02-19T13:34:00,2025-02-19T13:50:22.844024,16.38,0,11.63
R0038,move,A,2025-02-20T09:39:00,2025-02-20T10:07:41.506934,28.69,0,9.96
R0031,place,A,2025-02-12T18:23:00,2025-02-12T18:53:22.915322,30.38,0,13.95
R0076,pick,B,2025-02-13T17:38:00,2025-02-13T18:07:20.679841,29.34,0,13.57
R0045,place,A,2025-02-28T08:36:00,2025-02-28T09:15:44.527600,39.74,0,11.64
R0013,place,B,2025-01-13T19:02:00,2025-01-13T19:27:38.570597,25.64,0,14.97
R0044,place,B,2025-02-24T05:33:00,2025-02-24T06:03:04.957744,30.08,0,11.14
R0067,pick,A,2025-03-07T07:17:00,2025-03-07T07:53:58.114669,36.97,0,8.71
R0070,pick,A,2025-02-13T15:52:00,2025-02-13T16:21:45.009363,29.75,0,11.89
R0087,place,B,2025-03-05T16:12:00,2025-03-05T16:45:18.369343,33.31,0,13.7
R0086,place,A,2025-01-09T21:52:00,2025-01-09T22:30:46.737163,38.78,0,10.71
R0063,pick,A,2025-01-05T05:24:00,2025-01-05T05:57:28.303468,33.47,0,9.14
R0036,move,A,2025-03-01T19:02:00,2025-03-01T19:16:26.241768,14.44,0,12.43
R0044,move,B,2025-02-19T21:18:00,2025-02-19T21:43:15.192045,25.25,0,10.87
R0019,place,A,2025-01-27T12:25:00,2025-01-27T13:02:59.263851,37.99,0,10.67
R0062,pick,B,2025-03-07T00:12:00,2025-03-07T00:35:01.459522,23.02,0,12.89
R0069,place,B,2025-01-09T05:09:00,2025-01-09T05:27:45.466051,18.76,0,10.36
R0004,move,B,2025-02-18T22:35:00,2025-02-18T22:54:21.687615,19.36,0,8.61
R0039,pick,A,2025-01-17T00:26:00,2025-01-17T00:46:19.786823,20.33,0,13.2
R0074,pick,A,2025-01-15T17:44:00,2025-01-15T18:14:58.076099,30.97,0,9.12
R0002,pick,A,2025-01-03T01:51:00,2025-01-03T02:12:43.564514,21.73,0,11.09
R0061,place,A,2025-01-30T17:55:00,2025-01-30T18:24:54.402962,29.91,0,16.2
R0029,move,A,2025-03-10T19:22:00,2025-03-10T19:41:49.698289,19.83,0,9.61
R0037,move,B,2025-01-27T12:43:00,2025-01-27T13:15:59.303526,32.99,0,13.21
R0044,pick,A,2025-01-28T07:56:00,2025-01-28T08:29:12.694009,33.21,0,7.56
R0029,pick,B,2025-02-05T12:14:00,2025-02-05T12:44:46.334644,30.77,0,11.81
R0033,pick,B,2025-03-03T22:38:00,2025-03-03T23:07:36.343695,29.61,0,11.41
R0062,pick,A,2025-03-11T02:16:00,2025-03-11T02:47:24.480526,31.41,0,12.09
R0005,pick,A,2025-03-01T04:12:00,2025-03-01T04:52:50.931225,40.85,0,12.63
R0100,place,B,2025-01-08T03:16:00,2025-01-08T03:39:29.850789,23.5,0,8.79
R0070,pick,A,2025-03-10T00:57:00,2025-03-10T01:28:09.964368,31.17,0,11.29
R0010,pick,B,2025-01-27T21:53:00,2025-01-27T22:10:11.125256,17.19,0,12.09
R0033,pick,A,2025-01-12T13:43:00,2025-01-12T14:09:08.592739,26.14,0,12.47
R0057,place,A,2025-02-06T06:01:00,2025-02-06T06:31:11.282834,30.19,0,11.31
R0082,pick,A,2025-02-13T06:35:00,2025-02-13T07:00:27.962185,25.47,0,12.53
R0024,place,A,2025-02-01T18:26:00,2025-02-01T18:56:44.826411,30.75,0,10.77
R0069,move,B,2025-02-10T01:36:00,2025-02-10T02:05:46.541713,29.78,0,10.55
R0054,place,B,2025-02-24T05:47:00,2025-02-24T06:14:53.170838,27.89,0,9.63
R0038,place,A,2025-02-12T13:24:00,2025-02-12T13:57:01.890055,33.03,0,14.59
R0070,pick,B,2025-03-10T05:26:00,2025-03-10T05:47:39.350516,21.66,1,11.12
R0077,place,B,2025-01-18T13:23:00,2025-01-18T13:52:37.253497,29.62,0,7.56
R0029,move,B,2025-02-02T03:17:00,2025-02-02T03:44:07.052924,27.12,0,12.4
R0092,place,A,2025-02-03T02:32:00,2025-02-03T03:05:08.641845,33.14,0,11.7
R0030,pick,A,2025-02-18T21:20:00,2025-02-18T21:44:06.132893,24.1,0,13.7
R0031,move,B,2025-01-15T12:08:00,2025-01-15T12:40:17.388639,32.29,0,12.24
R0035,move,B,2025-03-02T00:35:00,2025-03-02T01:03:10.759025,28.18,0,8.71
R0011,place,A,2025-01-08T03:54:00,2025-01-08T04:31:19.025234,37.32,0,12.73
R0009,move,B,2025-02-17T03:44:00,2025-02-17T04:08:03.836319,24.06,0,8.05
R0072,move,A,2025-02-07T09:38:00,2025-02-07T09:59:13.805154,21.23,0,12.46
R0037,move,A,2025-01-19T02:46:00,2025-01-19T03:20:56.007366,34.93,0,13.83
R0036,move,A,2025-01-14T06:36:00,2025-01-14T07:01:50.685646,25.84,0,14.71
R0083,move,B,2025-02-21T20:48:00,2025-02-21T21:22:41.565499,34.69,0,12.95
R0090,pick,A,2025-01-30T10:40:00,2025-01-30T11:01:56.076554,21.93,0,11.11
R0033,move,A,2025-01-22T07:02:00,2025-01-22T07:31:26.225561,29.44,0,7.41
R0007,place,B,2025-02-13T23:32:00,2025-02-14T00:03:30.337975,31.51,0,12.99
R0008,pick,B,2025-03-02T01:21:00,2025-03-02T01:50:39.086154,29.65,0,11.25
R0058,move,B,2025-01-20T00:30:00,2025-01-20T00:57:11.813372,27.2,0,11.56
R0091,move,B,2025-03-01T11:44:00,2025-03-01T12:08:06.622394,24.11,0,13.04
R0009,pick,B,2025-02-07T16:49:00,2025-02-07T17:12:15.654662,23.26,0,9.83
R0056,place,A,2025-01-01T01:37:00,2025-01-01T01:57:50.622409,20.84,0,10.61
R0016,pick,B,2025-01-22T13:00:00,2025-01-22T13:28:43.115750,28.72,0,14.17
R0071,place,B,2025-01-31T15:47:00,2025-01-31T16:11:51.017493,24.85,0,10.74
R0082,move,A,2025-01-24T08:01:00,2025-01-24T08:33:06.434155,32.11,0,11.36
R0081,place,A,2025-03-06T21:02:00,2025-03-06T21:37:03.282632,35.05,0,8.31
R0007,move,A,2025-02-12T20:04:00,2025-02-12T20:36:44.441514,32.74,0,12.23
R0030,move,B,2025-01-13T15:08:00,2025-01-13T15:32:22.417542,24.37,0,12.77
R0054,pick,B,2025-02-21T14:15:00,2025-02-21T14:46:44.043520,31.73,0,9.26
R0099,place,A,2025-01-06T02:10:00,2025-01-06T02:41:46.869937,31.78,0,12.11
R0023,place,A,2025-01-02T14:15:00,2025-01-02T14:36:08.869829,21.15,0,12.59
R0085,place,A,2025-01-21T06:43:00,2025-01-21T07:21:04.992354,38.08,1,6.62
R0015,move,B,2025-01-24T05:13:00,2025-01-24T05:36:36.733604,23.61,1,11.75
R0048,place,B,2025-02-07T20:20:00,2025-02-07T20:46:59.389818,26.99,0,13.18
R0055,move,B,2025-01-20T15:29:00,2025-01-20T15:59:43.092868,30.72,0,9.25
R0006,move,A,2025-01-26T23:16:00,2025-01-26T23:47:04.439704,31.07,0,11.25
R0038,move,B,2025-01-03T20:00:00,2025-01-03T20:23:10.152017,23.17,0,13.56
R0099,move,B,2025-03-09T06:31:00,2025-03-09T07:00:38.211054,29.64,0,12.22
R0001,place,A,2025-02-15T07:45:00,2025-02-15T08:13:27.148985,28.45,0,11.61
R0021,pick,B,2025-01-22T20:12:00,2025-01-22T20:45:19.554570,33.33,0,10.98
R0055,place,A,2025-01-25T09:07:00,2025-01-25T09:36:08.479197,29.14,0,13.83
R0012,move,A,2025-01-05T13:18:00,2025-01-05T13:48:30.220574,30.5,0,13.21
R0027,move,A,2025-02-12T14:27:00,2025-02-12T15:01:41.622953,34.69,0,11.97
R0087,pick,A,2025-01-08T04:47:00,2025-01-08T05:14:22.543566,27.38,0,8.36
R0037,pick,B,2025-03-08T07:06:00,2025-03-08T07:31:39.451738,25.66,0,9.06
R0030,place,A,2025-01-26T09:42:00,2025-01-26T10:13:45.611733,31.76,0,10.71
R0051,place,A,2025-01-14T02:11:00,2025-01-14T02:35:20.816423,24.35,0,9.42
R0093,move,B,2025-01-03T01:41:00,2025-01-03T02:09:20.951587,28.35,0,11.94
R0080,move,A,2025-02-05T01:17:00,2025-02-05T01:41:13.614953,24.23,0,9.6
R0013,pick,B,2025-02-26T15:31:00,2025-02-26T15:54:17.236009,23.29,0,10.52
R0063,move,A,2025-02-21T07:45:00,2025-02-21T08:16:00.868014,31.01,0,11.44
R0082,pick,B,2025-01-17T16:54:00,2025-01-17T17:18:56.309682,24.94,0,10.84
R0042,place,B,2025-01-20T17:23:00,2025-01-20T17:52:41.691552,29.69,0,10.7
R0017,place,A,2025-01-08T22:00:00,2025-01-08T22:34:09.238177,34.15,0,14.0
R0052,place,A,2025-01-29T00:03:00,2025-01-29T00:30:51.869095,27.86,0,13.64
R0084,place,B,2025-03-02T15:22:00,2025-03-02T15:51:49.662884,29.83,0,14.18
R0006,move,B,2025-01-01T01:45:00,2025-01-01T02:09:51.915385,24.87,0,15.0
R0065,pick,B,2025-01-22T12:17:00,2025-01-22T12:37:17.708063,20.3,0,9.99
R0031,place,A,2025-02-16T07:41:00,2025-02-16T08:03:22.326022,22.37,0,15.61
